File Name,Bag Of Words,Dominant Topic 1,Dominant Topic 2,Dominant Topic 3
FpsUE5iF0TE6Ny0M.txt,"['ness', 'beat', 'fuck', ""i'm"", 'supposed', 'say', 'fuck', ""i'm"", 'supposed', 'say', 'ayy', 'fuck', ""i'm"", 'supposed', 'say', 'police', 'pull', ""ain't"", 'got', 'nothing', 'say', 'told', 'got', 'tint', ""i'm"", 'rich', 'said', 'okay', 'ayy', 'gotta', 'pray', 'lot', 'nigga', 'get', 'shot', 'everyday', 'ayy', 'hold', 'fuck', ""i'm"", 'supposed', 'say', 'police', 'pull', ""ain't"", 'got', 'nothing', 'say', 'told', 'got', 'tint', ""i'm"", 'rich', 'said', 'okay', 'ayy', 'gotta', 'pray', 'lot', 'nigga', 'get', 'shot', 'everyday', 'ayy', 'heard', 'got', 'big', 'body', 'little', 'face', 'ayy', 'got', 'bezel', '100k', 'ayy', 'feel', 'way', ""i'm"", 'gone', 'say', 'face', 'ayy', 'play', 'block', 'today', ""i'll"", 'make', '100k', 'ayy', 'yeah', 'might', 'make', '100k', 'yeah', 'put', 'price', ""i'll"", 'double', 'pay', 'yeah', 'say', 'like', 'give', 'fuck', 'say', 'yeah', 'could', 'take', 'bitch', 'make', 'think', 'say', 'yeah', ""i'm"", 'gone', 'put', 'leg', 'lock', 'like', 'mma', 'yeah', ""i'm"", ""gon'"", 'let', 'give', 'head', 'twice', 'say', 'shit', 'ever', 'turn', 'sherm', 'basic', 'couple', 'bitch', 'swerve', 'updated', 'pulled', ""ain't"", 'leave', 'came', 'deserve', 'better', ""you's"", 'bird', ""you's"", 'wasteman', 'fuck', 'umbrella', 'change', 'weather', 'spaceship', 'diamond', 'dancing', ""i'm"", 'two', 'stepping', 'bracelet', 'get', 'fuck', 'face', ""i'm"", 'way', 'get', 'money', ""i'm"", 'late', 'okay', 'strip', 'club', 'throwing', 'twenty', 'like', ""i'll"", 'okay', '100k', 'day', 'trap', 'booming', 'like', 'fuck', ""i'm"", 'supposed', 'say', 'police', 'pull', ""ain't"", 'got', 'nothing', 'say', 'told', 'got', 'tint', ""i'm"", 'rich', 'said', 'okay', 'ayy', 'gotta', 'pray', 'lot', 'nigga', 'get', 'shot', 'everyday', 'ayy', 'heard', 'got', 'big', 'body', 'little', 'face', 'ayy', 'got', 'bezel', '100k', 'ayy', 'feel', 'way', ""i'm"", 'gone', 'say', 'face', 'ayy', 'play', 'block', 'today', ""i'll"", 'make', '100k', 'ayy', 'hold', 'talking', 'shit', 'ever', 'get', 'see', ""they'd"", 'better', 'energy', 'abandoned', 'house', 'shit', 'see', 'try', 'act', 'like', 'remember', 'look', 'bitch', ""i'm"", 'drowning', 'hoodie', 'saint_laurent', 'thousand', 'come', 'straight', 'bronx', ""wildin'"", 'shoutout', 'free', 'bobby', 'free', 'rowdy', 'free', 'nigga', 'v12', 'holla', 'see', 'febreeze', 'believe', ""it'll"", 'cover', 'weed', 'smell', 'probably', 'got', 'mill', 'sitting', 'email', 'much', 'second_guessing', 'sell', 'much', 'money', 'fuck', 'dirty', 'money', 'earned', 'get', 'murked', 'come', ""searchin'"", 'police', 'pulled', 'fuck', 'look', 'like', 'nigga', 'fuck', ""i'm"", 'supposed', 'say', 'police', 'pull', ""ain't"", 'got', 'nothing', 'say', 'told', 'got', 'tint', ""i'm"", 'rich', 'said', 'okay', 'ayy', 'gotta', 'pray', 'lot', 'nigga', 'get', 'shot', 'everyday', 'ayy', 'heard', 'got', 'big', 'body', 'little', 'face', 'ayy', 'got', 'bezel', '100k', 'ayy', 'play', 'block', 'today', ""i'll"", 'make', '100k', 'ayy', 'play', 'block', 'today', ""i'll"", 'make', '100k', 'yeah', 'make', 'say', 'make', 'say', 'make', 'say']",Topic 4,Topic 14,Topic 1
FpsvT5Oi1BwvRHEs.txt,"['high_heel', 'wall', 'kind', 'dancing', 'though', 'stocking', 'running', 'thigh', 'snap_finger', 'keep', 'time', 'back', 'room', 'saw', 'said', 'want', 'alone', 'dare', 'noticed', 'glance', 'choice', 'dance', 'light', 'move', 'sideways', 'beat', 'take', 'spin_round', 'heart', 'steady', 'beating', 'sweat', 'turn', 'cold', ""we're"", 'slave', 'control', 'watched', 'foot', 'move', 'hip', 'sway', 'doe', 'hair', 'flip', 'start', 'say', 'god', 'favorite_song', 'pull', 'close', 'sings', 'along', ""can't"", 'slow', 'even', 'tried', 'record', 'keep', 'spinning', 'like', 'disco', 'taste', 'like', 'tear', 'tell', 'stop', 'dancing', 'pulling', 'near', 'light', 'move', 'sideways', 'beat', 'take', 'spin_round', 'heart', 'steady', 'beating', 'sweat', 'turn', 'cold', ""we're"", 'slave', 'control', ""we've"", 'got', 'nowhere', ""we've"", 'got', 'nothing', 'prove', 'instead', 'dancing', 'alone', 'dancing', 'song', 'turning', 'beat', 'maybe', 'either_way', ""let's"", 'begin', ""we've"", 'got', 'nowhere', ""we've"", 'got', 'nothing', 'prove', 'instead', 'dancing', 'alone', 'dancing', 'song', 'turning', 'beat', 'maybe', 'either_way', ""let's"", 'begin', ""we've"", 'got', 'nowhere', ""we've"", 'got', 'nothing', 'prove', 'instead', 'dancing', 'alone', 'dancing', 'song', 'turning', 'beat', 'maybe', 'either_way', ""let's"", 'begin', 'light', 'move', 'sideways', 'beat', 'take', 'spin_round', 'heart', 'steady', 'beating', 'sweat', 'turn', 'cold', ""we're"", 'slave', 'control', 'light', 'move', 'sideways', 'beat', 'take', 'spin_round', 'heart', 'steady', 'beating', 'sweat', 'turn', 'cold', ""we're"", 'slave', 'control']",Topic 14,Topic 3,Topic 6
fptVtRzccHP0JKAE.txt,"['want', 'outside', 'cool', 'night', 'star', 'gravitate', 'toward', 'want', 'outside', 'cool', 'night', 'fog', 'wrap', 'around', 'want', 'outside', 'sunshine', 'cloud', 'take', 'place', 'wind', 'snow', 'rain', 'blow', 'none', 'would', 'matter', 'much', 'without', 'long', 'talking', 'talk', 'weather', 'want', 'outside', 'cool', 'night', 'star', 'gravitate', 'toward', 'want', 'outside', 'sunshine', 'song', 'keep', 'inside', 'wind', 'snow', 'rain', 'blow', 'none', 'would', 'matter', 'much', 'without', 'nobody', 'hoping', 'better', 'day', 'noone', 'know', 'youre', 'secret', 'way', 'noone', 'bothering', 'might', 'save', 'time', 'meet', 'dont', 'care', 'rather', 'wait', 'noones', 'home', 'weather', 'fine', 'rather', 'wait', 'noones', 'home', 'weather', 'fine', 'rather', 'wait']",Topic 14,Topic 6,Topic 3
fpuzqsGW38fL5Kv4.txt,"['many', 'thing', ""i'm"", ""goin'"", 'much', 'wanna', ""startin'"", 'become', 'clear', 'tomorrow', ""ain't"", 'really', 'guaranteed', 'many', 'day', ""i've"", 'thought', 'time', 'knew', 'truth', 'got', 'act', 'quickly', 'fall', 'love', 'many', 'reason', 'yeah', 'fall', 'love', 'fall', 'love', 'many', 'reason', 'thing', 'matter', 'fall', 'love', 'take', 'load', 'let', 'know', 'one', 'never', 'want', 'thing', 'never', 'want', 'love', 'never', 'felt', 'feel', 'swallow', 'every', 'ounce', 'pride', 'everything', 'wanna', 'feel', ""ain't"", 'use', 'pretend', ""can't"", ""can't"", ""can't"", 'fall', 'love', ""can't"", 'fall', 'yeah', 'yeah', 'fall', 'love', 'yeah', 'come', 'tomorrow', ""ain't"", 'guaranteed', 'baby', ""let's"", 'baby', ""let's"", 'fall', 'love', 'fall', 'love', 'whoa', 'yeah']",Topic 14,Topic 2,Topic 1
fpvBWAFqhWeHvSGi.txt,"['wonder', 'tossed', 'turned', 'night', 'trembling', 'world', 'earth', 'stood', 'still', 'bird', 'cry', 'holding', 'world', 'holding', 'world', 'wonder', 'hear', 'shriek', 'moving', 'wind', 'world', 'feel', 'place', 'world', 'need', 'peace', 'night', 'ground', 'world', 'good', 'enough', ""there's"", 'nothing', 'hold', 'holding', 'world', 'holding', 'world', 'holding', 'hurt', 'everyone', 'hear', 'saint', 'killed', 'man', 'hold_tight', 'sin', 'burning', 'hand', 'cause', 'holding', 'holding', 'holding', 'holding', 'world']",Topic 6,Topic 9,Topic 14
fpVXKH4dFUuVSvm6.txt,"['liar', ""i'll"", 'never', 'holy', 'eye', 'never', 'either', 'cause', 'know', 'underneath', 'smile', 'hide', 'night', 'regret', 'day', ""can't"", 'forget', 'cause', 'know', ""we'll"", 'never', 'holy', 'keeping', 'looking', 'back', 'shoulder', 'trying', 'live', 'life', 'like', 'somebody_else', 'forget', 'empty', 'word', 'told', 'unless', 'demon', 'follow', 'home', 'easy', 'bury', 'guilt', 'fear', 'finally', 'swallow_whole', 'cause', 'honest', 'want', 'end', 'like', 'liar', ""i'll"", 'never', 'holy', 'eye', 'never', 'either', 'cause', 'know', 'underneath', 'smile', 'hide', 'night', 'regret', 'day', ""can't"", 'forget', 'cause', 'know', ""we'll"", 'never', 'holy', 'sickness', ""can't"", 'seem', 'shake', 'wake', 'alone', 'ashamed', 'tie', ""i'm"", 'scared', 'break', 'case', ""i'm"", 'drunk', 'need', 'never', 'one', 'always', 'easy', 'enough', 'follow', 'maybe', 'alone', 'look', 'mirror', 'feel', 'love', 'unless', 'demon', 'follow', 'home', 'easy', 'bury', 'guilt', 'fear', 'finally', 'swallow_whole', 'honest', 'never', 'wanted', 'end', 'like', 'liar', ""i'll"", 'never', 'holy', 'eye', 'never', 'either', 'cause', 'know', 'underneath', 'smile', 'hide', 'night', 'regret', 'day', ""can't"", 'forget', 'cause', 'know', ""we'll"", 'never', 'holy', ""we'll"", 'never', 'holy', ""we'll"", 'never', 'holy', 'cause', 'night', 'regret', 'day', ""can't"", 'forget', 'leave', 'lonely', ""we'll"", 'never', 'holy', ""i'll"", 'always', 'mess', 'keep', 'living', 'way', 'despite', 'flaw', 'still', 'hope', 'okay', 'know', 'honestly', 'say', 'getting', 'better', 'least', 'together', 'holy']",Topic 3,Topic 6,Topic 15
fPw8AGa8IprloNyb.txt,"['looking', 'mirror', 'like', 'see', 'happened', 'dream', 'happened', ""i'm"", 'looking', ""i'm"", 'looking', ""i'm"", 'looking', ""i'm"", 'gonna', 'find', 'reaching', 'reason', 'reason', 'stay', ""nothing's"", 'convincing', ""i'm"", 'leaving', 'fear', ""i'm"", 'looking', ""i'm"", 'looking', ""i'm"", 'looking', ""i'm"", 'gonna', 'find', ""i'm"", 'gonna', 'find', ""i'm"", 'gonna', 'wild', ""i'll"", 'leave', 'everything', 'behind', 'follow', 'star', 'throwaway', 'time', 'dancing', 'wolf', 'kingdom', 'dream', 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child', 'baby', ""i'm"", 'wild', 'child', 'baby', ""i'm"", 'wild', 'child', 'dancing', 'wolf', 'kingdom', 'dream', 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child', 'nothing', 'feel', 'real', ""everything's"", 'blur', 'hear', 'saying', 'thing', 'never', 'heard', ""i'm"", 'looking', ""i'm"", 'looking', ""i'm"", 'looking', ""i'm"", 'gonna', 'find', ""i'm"", 'gonna', 'find', ""i'm"", 'gonna', 'wild', ""i'll"", 'leave', 'everything', 'behind', 'follow', 'star', 'throwaway', 'time', 'dancing', 'wolf', 'kingdom', 'dream', 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child', 'baby', ""i'm"", 'wild', 'child', 'baby', ""i'm"", 'wild', 'child', 'dancing', 'wolf', 'kingdom', 'dream', 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child', 'night', 'leave', 'shadow', 'behind', ""sun's"", 'asleep', ""i'll"", 'get', 'lost', 'dark', 'wondering', 'knowing', ""what's"", 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child', ""i'm"", 'gonna', 'wild', ""i'll"", 'leave', 'everything', 'behind', 'follow', 'star', 'throwaway', 'time', 'dancing', 'wolf', 'kingdom', 'dream', 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child', 'baby', ""i'm"", 'wild', 'child', 'baby', ""i'm"", 'wild', 'child', 'dancing', 'wolf', 'kingdom', 'dream', 'baby', 'wildlife', 'baby', ""i'm"", 'wild', 'child']",Topic 1,Topic 13,Topic 0
FPz786aN5H0ZJlTC.txt,"['take', 'bird', 'broken', 'leg', 'could', 'nurse', 'said', 'come', 'inside', 'little', 'lie', 'fall_asleep', 'worst', 'thing', 'wake', 'make', 'shoulder', 'tell', 'lie', 'would', 'stay', 'let', 'hold', 'kiss', 'mouth', 'read', 'truth', 'darling', 'miss', 'strawberry', 'taste', 'lip', 'complete', 'yet', 'get', 'foot', 'wet', 'lead', 'regret', 'diving', 'soon', ""i'll"", 'owe', 'little', 'bird', 'little', 'bird', 'take', 'walk', 'morning_dew', 'could', 'lay', ""i'm"", 'next', 'come', 'inside', 'little', 'home', 'made', 'tea', 'fall_asleep', 'least', 'next', 'wake', 'see', 'late', 'love', 'back', 'sleep', ""i'm"", 'covered', 'nature', ""i'm"", 'safe', 'underneath', 'oak_tree', 'beside', 'kiss', 'mouth', 'read', 'truth', 'darling', 'miss', 'strawberry', 'taste', 'lip', 'complete', 'yet', 'get', 'foot', 'wet', 'lead', 'regret', 'diving', 'soon', ""i'll"", 'owe', 'little', 'bird', 'little', 'bird', 'little', 'bird', 'little', 'bird', 'thing', ""i'm"", 'sure', ""i'm"", 'quite', 'certain', 'love', 'made', 'scream', 'made', 'cry', 'left', 'little', 'bird', 'broken', 'leg', 'die', 'kiss', 'mouth', 'read', 'truth', 'darling', 'miss', 'strawberry', 'taste', 'lip', 'complete', 'yet', 'get', 'foot', 'wet', 'lead', 'regret', 'diving', 'soon', ""i'll"", 'owe', 'little', 'bird', 'little', 'bird', 'woah', 'little', 'bird', 'little', 'bird', 'little', 'bird']",Topic 14,Topic 6,Topic 10
FQ0C1uvFMVeYJddN.txt,"[""i'm"", 'night', 'train', 'going', 'fast', ""i'm"", 'night', 'train', 'going', 'fast', ""i'm"", 'night', 'train', 'going', 'fast', ""i'm"", 'night', 'train', 'running', ""someone's"", 'coming', 'looking', 'good', 'make', 'forget', 'light', 'keep', 'slipping', 'thug', 'keep', 'singing', 'along', 'addicted', 'window', 'simply', 'wishing', 'sure', 'cause', 'broken', 'door', 'keep', 'slamming', 'word', 'keep', 'coming', 'along', 'along', ""i'm"", 'night', 'train', 'going', 'fast', ""i'm"", 'night', 'train', 'going', 'fast', ""i'm"", 'night', 'train', 'going', 'fast', 'people', 'waiting', 'signal', 'station', 'time', 'light', 'keep', 'slipping', 'thug', 'keep', 'singing', 'along', 'addicted', 'window', 'simply', 'wishing', 'sure', 'cause', 'broken', 'light', 'keep', 'turning', 'train', 'keep', 'moving', 'along', 'yeah']",Topic 13,Topic 15,Topic 1
Fq0HYcadYXdSa0nu.txt,"['nobody', 'pray', 'day', 'waaaaay', 'yeah', 'yeah', 'ayy', 'remember', 'syrup', 'sandwich', 'crime', 'allowance', 'finesse', 'nigga', 'counterfeit', ""i'm"", ""countin'"", 'parmesan', 'accountant', 'life', 'fact', ""i'm"", ""downin'"", ""d'ussé"", 'boo', 'bae', 'taste', 'like', 'kool_aid', 'analyst', 'girl', 'buy', ""yo'"", 'world', 'paystub', 'pussy', 'good', 'sit', 'taste', 'blood', 'get', 'way', 'petty', 'let', 'extra', 'pull', 'block', 'break', ""playin'"", 'tetri', 'funk', 'piss', 'per', 'diem', 'gotta', 'hate', 'funk', 'quit', 'still', 'ride', 'mercedes', 'funk', 'quit', 'season', 'still', 'greatest', 'funk', 'left', 'stroke', 'went', 'viral', 'right', 'stroke', 'put', ""lil'"", 'baby', 'spiral', 'soprano', 'like', 'keep', 'high', 'note', 'level', 'know', 'bitch', 'humble', ""hol'"", 'bitch', 'sit', ""hol'"", ""lil'"", ""hol'"", ""lil'_bitch"", 'humble', ""hol'"", 'bitch', 'sit', ""hol'"", 'sit', ""lil'"", 'sit', ""lil'_bitch"", 'humble', ""hol'_hol'"", 'bitch', 'sit', ""hol'_hol'"", ""lil'_bitch"", 'humble', ""lil'_bitch"", ""hol'"", 'bitch', 'sit', ""hol'_hol'"", ""hol'_hol'"", 'humble', ""hol'_hol'"", 'sit', ""hol'_hol'"", ""lil'"", ""hol'"", ""lil'_bitch"", 'humble', ""hol'"", 'bitch', 'sit', ""hol'"", 'sit', ""lil'"", 'sit', ""lil'_bitch"", 'humble', ""hol'_hol'"", 'bitch', 'sit', ""hol'_hol'"", ""lil'_bitch"", 'humble', ""lil'_bitch"", ""hol'"", 'bitch', 'sit', ""hol'_hol'"", ""hol'_hol'"", 'dat', 'nigga', ""thinkin'"", ""frontin'"", 'man', 'man', 'man', 'man', 'get', 'fuck', 'stage', ""i'm"", 'sandman', 'sandman', 'get', 'fuck', 'dick', ""ain't"", 'right', 'make', 'play', 'fucking', 'whole', 'life', ""i'm"", ""fuckin'"", 'sick_tired', 'photoshop', 'show', ""somethin'"", 'natural', 'like', 'afro', 'richard', 'pryor', 'show', ""somethin'"", 'natural', 'like', 'stretch', 'mark', 'still', 'take', 'right', ""mama's"", 'couch', 'polo', 'sock', 'ayy', 'shit', 'way', 'crazy', 'ayy', 'amaze', 'ayy', 'blew', 'cool', 'ayy', 'obama', 'paged', 'ayy', 'fabricate', 'ayy', ""y'all"", ""fakin'"", 'ayy', 'stay', 'modest', 'bout', 'ayy', 'elaborate', 'ayy', 'grey', 'poupon', 'evian', 'ted', 'talk', 'ayy', 'watch', 'soul', 'speak', 'let', 'med', 'talk', 'ayy', 'kill', 'nigga', 'alcohol', 'ayy', ""i'm"", 'realest', 'nigga', 'bitch', 'humble', ""hol'"", 'bitch', 'sit', ""hol'"", ""lil'"", ""hol'"", ""lil'_bitch"", 'humble', ""hol'"", 'bitch', 'sit', ""hol'"", 'sit', ""lil'"", 'sit', ""lil'_bitch"", 'humble', ""hol'_hol'"", 'bitch', 'sit', ""hol'_hol'"", ""lil'_bitch"", 'humble', ""lil'_bitch"", ""hol'"", 'bitch', 'sit', ""hol'_hol'"", ""hol'_hol'"", 'humble', ""hol'_hol'"", 'sit', ""hol'_hol'"", ""lil'"", ""hol'"", ""lil'_bitch"", 'humble', ""hol'"", 'bitch', 'sit', ""hol'"", 'sit', ""lil'"", 'sit', ""lil'_bitch"", 'humble', ""hol'_hol'"", 'bitch', 'sit', ""hol'_hol'"", ""lil'_bitch"", 'humble', ""lil'_bitch"", ""hol'"", 'bitch', 'sit', ""hol'_hol'"", ""hol'_hol'""]",Topic 11,Topic 1,Topic 14
fQ0yzGnmVfy05xRO.txt,"['keep', 'suspicion', 'learn', 'ask_question', 'keep', 'rocking', 'intermission', ""there'll"", 'answer', 'see', ""there'll"", 'party', 'time', 'love', 'lost', 'way', 'jungle', 'girl', 'world', 'cuz', ""there's"", 'nowhere', 'left', 'hide', 'wild', 'life', 'nothing', 'lose', ""we're"", 'falling', 'paradise', 'wild', 'life', 'crazy', 'thing', 'could', 'never', 'live', 'without', 'could', 'never', 'live', 'without', 'paradise', '2nd', 'verse', 'missing', 'sorry', 'freestyle', 'verse', 'new', 'song', ""there's"", 'mistake', 'throughout', 'love', 'lost', 'way', 'jungle', 'girl', 'world', 'cuz', ""there's"", 'nowhere', 'left', 'hide', 'wildlife', 'nothing', 'lose', ""we're"", 'falling', 'paradise', 'wildlife', 'crazy', 'thing', 'could', 'never', 'live', 'without', 'could', 'never', 'live', 'without', 'paradise', 'could', 'never', 'live', 'without', 'paradise', 'could', 'never', 'could', 'never', 'could', 'never', 'could', 'never', 'live', 'without', 'wildlife', 'crazy', 'thing', 'could', 'never', 'live', 'without', 'wildlife', 'nothing', 'lose', ""we're"", 'falling', 'paradise', 'wildlife', 'crazy', 'thing', 'could', 'never', 'live', 'without', 'could', 'never', 'live', 'without', 'paradise', 'could', 'never', 'live', 'without', 'paradise']",Topic 3,Topic 15,Topic 14
FQ0ZHCq0JesoAJUh.txt,"['street', ""we're"", 'coming', 'never', 'sleep', 'never', 'get', 'tired', 'urban', 'field', 'suburban', 'life', 'turn', 'crowd', ""we'll"", 'never', 'back', 'shoot', 'skyline', 'watch', 'primetime', 'turn', 'love', 'listen', 'turn', 'love', ""who's"", 'gonna', 'save', 'world', 'tonight', ""who's"", 'gonna', 'bring', 'back', 'life', ""we're"", 'gonna', 'make', ""we're"", 'gonna', 'save', 'world', 'tonight', ""we're"", 'far', 'home', 'better', 'dream', 'matter', ""we're"", 'way', 'united', 'turn', 'crowd', ""we'll"", 'never', 'back', 'shoot', 'skyline', 'watch', 'primetime', 'turn', 'love', 'listen', 'turn', 'love', ""who's"", 'gonna', 'save', 'world', 'tonight', ""who's"", 'gonna', 'bring', 'back', 'life', ""we're"", 'gonna', 'make', ""we're"", 'gonna', 'save', 'world', 'tonight', ""who's"", 'gonna', 'save', ""who's"", 'gonna', 'bring', ""we're"", 'gonna', 'make', ""who's"", 'gonna', 'save', ""who's"", 'gonna', 'bring', ""we're"", 'gonna', 'save', 'world', 'tonight']",Topic 16,Topic 2,Topic 14
Fq1qvmAe96PYJiSM.txt,"['adeline', 'tasmania', ""devil's"", 'jaw', 'far', 'weak', 'tear', 'away', 'wish', 'well', 'wish', 'well', 'wish', 'well', 'wish', 'well', 'adeline', 'watch', 'morning', 'swim', 'cold', 'blue', 'sky', 'stroke', 'passing', 'moped', 'sweet', 'adeline', 'wish', 'well', 'adeline', 'wish', 'well', 'wish', 'well', 'adeline', 'wish', 'well', 'old', 'triangle', 'went', 'jingle', 'jangle', 'along', 'royal', 'canal', 'adeline', 'swimming', 'sweet', 'adeline', 'singing', 'tune', 'royal', 'canal', 'swim', 'swimmer', 'swimmer', 'swimmer', 'swim', 'swimmer', 'swimmer', 'swimmer', 'old', 'triangle', 'went', 'jingle', 'jangle', 'along', 'royal', 'canal', 'adeline', 'swimming', 'sweet', 'adeline', 'singing', 'tune', 'royal', 'canal', 'wish', 'well', 'adeline', 'wish', 'well', 'wish', 'well', 'adeline', 'wish', 'well', 'wish', 'well']",Topic 0,Topic 2,Topic 14
FQ4C6baPofyQtkEW.txt,"['baby', 'used', 'drive', 'car', 'happened', 'yeah', 'make', 'far', 'never', 'though', 'would', 'end', 'like', 'gave', 'last', 'kiss', 'slept', 'floor', 'night', 'fell', 'love', 'second', 'went', 'tell', 'changed', 'mind', 'cause', 'obsessed', 'like', 'struggled', 'keep', 'hand', 'look', 'somehow', 'drowned', 'want', 'one', 'time', 'want', 'one', 'time', 'give', 'one', 'last', 'night', 'three_month', 'talk', 'left', 'standing', 'outside', 'front', 'house', 'saw', 'window', 'cry', 'stair', 'thought', 'care', 'wanna', 'pull', 'close', ""there's"", 'wall', ""can't"", 'back', 'want', 'one', 'time', 'want', 'one', 'time', 'give', 'one', 'last', 'night', 'lie', 'awake', 'think', 'used', 'used', 'little', 'thing', 'make', 'weak', 'made', 'weak', 'want', 'one', 'time', 'want', 'one', 'time', 'give', 'one', 'last', 'night', 'want', 'one', 'time', 'want', 'one', 'time', 'give', 'one', 'last', 'night', 'want', 'one', 'time', 'want', 'one', 'time', 'give', 'one', 'last', 'night']",Topic 14,Topic 4,Topic 3
fQ4pS4dDpMn8EYDI.txt,"['see', 'see', 'see', 'see', 'see', 'rain', 'pouring', 'eye', 'come', 'surprise', 'see', 'see', 'rain', 'pouring', 'eye', 'come', 'surprise', ""i'm"", 'searching', 'praying', 'hoping', 'something', 'know', ""i'm"", ""gon'"", 'see', 'know', 'coming', 'lord_lord', ""there's"", 'place', 'turn', 'one', ""i'm"", 'lonely', 'bridge', 'burnt', 'lord_lord', 'bell', 'getting', 'loud', ""ain't"", 'nowhere_hide', 'got', 'nowhere', 'put', 'away', 'pride', 'tired', 'feeling', 'low', 'even', ""i'm"", 'high', ""ain't"", 'way', 'live', 'wanna', 'die', 'know', 'know', 'bell', 'getting', 'loud', ""ain't"", 'nowhere_hide', 'got', 'nowhere', 'put', 'away', 'pride', 'tired', 'feeling', 'low', 'even', ""i'm"", 'high', ""ain't"", 'way', 'live', 'wanna', 'die', 'know', 'know', 'bell', ""gettin'"", 'louder_louder', 'see', 'rain', 'pouring']",Topic 0,Topic 14,Topic 1
FQ5by6eGYhVtc3mZ.txt,"['really', 'think', 'bigger', 'tune', 'ten_thousand', 'lisp', ""who'd"", 'thought', ""i'd"", 'represent', ""can't"", 'take', 'compliment', 'overexposure', 'key', 'focus', 'appreciated', 'wonder', 'finally_found', 'right', 'formula', 'taught', 'play', 'fool', 'every', 'mistake', 'make', 'made', 'without', ""what's"", 'said', 'done', 'plain', 'see', 'take', 'seriously', ""here's"", 'get', 'better', 'way', 'make', 'honest', 'mistake', 'televised', 'hand', 'fate', 'world', 'close', 'decision', 'would', 'overdue', 'nothing', 'left', 'hand', 'stronger', 'jaded', 'man', 'stand', 'world', 'ending', 'toast', ""i'm"", 'stronger', 'right', 'formula', 'taught', 'play', 'fool', 'every', 'mistake', 'make', 'made', 'without', ""what's"", 'said', 'done', 'plain', 'see', 'take', 'seriously', ""here's"", 'get', ""her'es"", 'get', ""i'm"", 'whatever', ""what's"", 'left', 'wait', ""i'm"", 'whatever', ""what's"", 'left', 'wait', 'wait', ""i'll"", 'wait', 'taught', 'play', 'fool', 'every', 'mistake', 'make', 'made', 'without', ""what's"", 'said', 'done', 'plain', 'see', 'take', 'seriously', ""here's"", 'get']",Topic 6,Topic 14,Topic 1
fQ5WKGQFoMS8IJe8.txt,"['remember', 'summer', 'spent', 'day', 'ocean', 'sun', 'night', 'time', ""we'd"", 'begun', 'know', ""what's"", 'forgotten', 'gone', 'know', 'moment', 'could', 'woman', 'free', 'know', 'want', 'let', 'dance', 'night', 'long', 'take', 'take', 'ceiling', 'higher', 'every', 'touch', 'turn', 'turn', 'feel', 'wanna', 'love', 'take', 'higher_higher', 'higher', 'take', 'higher_higher', 'higher', 'remember', 'summer', 'spent', 'day', 'ocean', 'sun', 'night', 'time', ""we'd"", 'begun', 'know', ""what's"", 'forgotten', 'gone', 'know', 'moment', 'could', 'woman', 'free', 'know', 'want', 'let', 'dance', 'night', 'long', 'take', 'take', 'ceiling', 'higher', 'every', 'touch', 'turn', 'turn', 'feel', 'wanna', 'love', 'take', 'higher_higher', 'higher', 'take', 'higher_higher', 'higher']",Topic 14,Topic 6,Topic 3
Fq7Hqe4Veg49DruU.txt,"['say', 'sometimes', 'like', 'hardly', 'know', 'maybe', ""there's"", 'thing', 'never', 'showed', 'sometimes', 'certain', ""can't"", 'get', 'working', 'say', 'somebody', 'better', 'understand', 'ever', ""i'll"", 'shake', 'hand', 'smile', 'say', 'understand', 'well', 'mean', 'think', 'know', 'said', 'well', 'keep', 'keep', 'want', 'see', 'happier', 'somebody_else', ""can't"", 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', 'know', 'need', 'someone', 'feel', 'soon', 'know', 'thing', 'stay', 'broken', ""i'm"", 'well', 'aware', 'remain', 'unspoken', ""i've"", 'working', 'thing', 'learning', 'wrong', 'know', 'sometimes', 'twist', 'maybe', ""i'm"", 'proud', 'say', 'missed', 'tell', ""i'm"", 'figured', 'maybe', 'like', 'sound', 'know', 'said', 'well', 'keep', 'keep', 'want', 'see', 'happier', 'somebody_else', ""can't"", 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', 'know', 'need', 'someone', 'feel', 'know', 'seems', 'beneath', 'sometimes', 'easy', 'wish', 'well', 'let', 'say', 'well', ""can't"", 'keep', 'want', 'see', 'happier', 'somebody_else', 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', 'feel', 'feel', 'feel', 'soon', 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', ""can't"", 'lonely_lonely', 'lonely', 'feel', 'feel', 'feel', 'soon']",Topic 14,Topic 0,Topic 3
